    0.608052386928366786E+03   -0.466779147189411869E+01   -0.100955874488092157E+02   -0.961327500336694385E+01   -0.105329534065537036E+02   -0.299479071206442882E+02    0.996517243033190891E+00   -0.240806528032437157E+02
    0.409228615628533021E+03   -0.366079473908939867E+01   -0.246194527845416289E+01   -0.276693036299450412E+01   -0.426648183122912350E+01   -0.424918498517521215E+02    0.997122634300203536E+00   -0.235540547555006192E+02
    0.341746554209611645E+03   -0.810016809062542364E+01   -0.339724593901301652E+01   -0.851032290265151303E+01   -0.610131333029291145E+01   -0.391738909025487132E+02    0.998887090223886220E+00   -0.233111251568435094E+02
    0.528483372869329969E+03   -0.822948358395047208E+01   -0.839689070806386439E+01   -0.116223124139485972E+02   -0.123900813273195176E+01   -0.323221102042820121E+02    0.996274112968134284E+00   -0.226366651537302026E+02
    0.140656993604950753E+04   -0.173402917369209675E+01   -0.201937439974017252E+01   -0.859795943231924475E+01   -0.804802189177580729E+00   -0.345082974401736138E+02    0.992146026493514799E+00   -0.221214392915719138E+02
    0.130656504289113741E+03   -0.202639274238453027E+01   -0.479188176087983031E+01   -0.679884609068960799E+01   -0.314022175194205211E+01   -0.413393577815864717E+02    0.997779531166428368E+00   -0.220548199871961259E+02
    0.278531104745009884E+03   -0.972694422170740047E+01   -0.511782856933837227E+01   -0.919499405769454725E+01   -0.123248409269194426E+01   -0.310317214266255590E+02    0.997661715100482960E+00   -0.214790502956590288E+02
    0.217094651816836887E+03   -0.172767629339450934E+01   -0.503678856656292062E+01   -0.104181217515122455E+02   -0.630159446712660554E+00   -0.306820029668548599E+02    0.997850780260655323E+00   -0.214040471754941066E+02
    0.312919271050657812E+03   -0.553859884122181789E+01   -0.114554890966265486E+02   -0.774069089765110796E+01   -0.833345522921989534E+01   -0.431323263166904312E+02    0.998294419404925137E+00   -0.213359390576423209E+02
    0.345694016629956081E+03   -0.177947263921822696E-01   -0.226424180220485916E+01   -0.836325823882319774E+01   -0.863145482463415448E+01   -0.416369592136381925E+02    0.998441391702128422E+00   -0.211856134995899339E+02
    0.217995632633772090E+03   -0.205767552406972953E+01   -0.706966902385211426E+01   -0.903060978952436955E+01   -0.414508490218189252E+00   -0.412545913861907394E+02    0.998218571019147016E+00   -0.211495765355398078E+02
    0.253364385903226747E+03   -0.861741105116217199E+01   -0.125119326105492412E+01   -0.539167207422665662E+01   -0.385972375860803574E+01   -0.311668329928263006E+02    0.998231725806240755E+00   -0.210975287468472850E+02
    0.767951123255112293E+03   -0.132494077032363222E+01   -0.365268273733060589E+01   -0.910038956747415284E+01   -0.654185920535550824E+01   -0.403948825980413488E+02    0.995629550637365468E+00   -0.210912931309345559E+02
    0.215618437579647832E+03   -0.219296494319407564E+01   -0.168640538029885434E+01   -0.837253947648078878E+01   -0.240488436356351976E+01   -0.316421917660161398E+02    0.998285994101242524E+00   -0.210117538493195006E+02
    0.369632576568102252E+03   -0.510829367520693367E+01   -0.514067452928361401E+01   -0.822446274083281104E+01   -0.591799833525462127E+01   -0.354461989765597139E+02    0.999039356264820877E+00   -0.209777987292047925E+02
    0.385402760182320776E+03   -0.660868171243365055E-01   -0.113342007568263714E+02   -0.515622128400188462E+01   -0.509355603722405625E+01   -0.404970865421208615E+02    0.998352792102635167E+00   -0.209005831189297204E+02
    0.956355149377871385E+03   -0.757230949094061856E+00   -0.424923439532394021E+01   -0.590686098687634598E+01   -0.708849289301134888E+01   -0.402745730320929454E+02    0.994680321903308462E+00   -0.208748993356520849E+02
    0.649002595232098997E+03   -0.158239015801306770E+01   -0.372456156333596589E+01   -0.853908233226561464E+01   -0.103695405203454580E+02   -0.438217144753293795E+02    0.996528496163356925E+00   -0.208429147202294089E+02
    0.143457099151226714E+03   -0.114243557931941453E+01   -0.545374206852127674E+01   -0.875908807773243225E+01   -0.416221645690635622E+01   -0.295390507651855536E+02    0.998155603967868954E+00   -0.207781824436960889E+02
    0.135776097038422023E+03   -0.166092651179373973E+01   -0.436643553830767495E+01   -0.530722142109237716E+01   -0.676936818908060456E+01   -0.425415064258514803E+02    0.997912709005515652E+00   -0.206956031053888765E+02
    0.502502131448974808E+03   -0.602067078550173118E+01   -0.799066912804927831E+01   -0.101236855358880575E+02   -0.565542820783772449E+01   -0.352192263097844815E+02    0.998968970348582674E+00   -0.205338806455277236E+02
    0.419110264894245972E+03   -0.103115694389782995E+02   -0.111505524938605003E+02   -0.710282507384500228E+01   -0.525508958976650931E+01   -0.375639470089525815E+02    0.998398724928202808E+00   -0.204860943868536971E+02
    0.142470094583167065E+04   -0.101130129734960050E+01   -0.830831391738437119E+00   -0.778402706139899170E+01   -0.166309843461796802E+01   -0.443078404359903999E+02    0.994804335261311512E+00   -0.204505685659365604E+02
    0.131079628984425040E+04   -0.539760967246223800E+00   -0.106134944876701525E+02   -0.200144793630934359E+01   -0.100878189953034472E+02   -0.364382496884281011E+02    0.994377432453968035E+00   -0.203975416387472848E+02
    0.295086661744157311E+03   -0.593880644617308207E+01   -0.212992188250765935E+01   -0.209642309535035132E+01   -0.128554873737497033E+01   -0.332837504801293136E+02    0.997665354736537724E+00   -0.203949639924334853E+02
    0.196243287960911374E+03   -0.421939857429106624E+01   -0.633942121825300564E+01   -0.698042108830931429E+01   -0.397569124973472832E+01   -0.385740846426397965E+02    0.997986979848998423E+00   -0.203665500327493483E+02
    0.973735536486758292E+03   -0.550413184886273310E+01   -0.641690084258773386E+01   -0.671797982060241239E+01   -0.775745577639267392E+01   -0.338431520025555983E+02    0.997602182376181479E+00   -0.202841239760651568E+02
    0.111964249349196692E+03   -0.378237096128614070E+01   -0.232169855992716201E+01   -0.546706959440442741E+01   -0.103518419436923601E+02   -0.338372415847140928E+02    0.998605382570680211E+00   -0.202579493623737825E+02
    0.164804493940057910E+03   -0.468663207203635945E+01   -0.103944131196476715E+02   -0.422725174317926644E+01   -0.676004164468229440E+01   -0.378731331830246205E+02    0.998735439884438136E+00   -0.201994768739557315E+02
    0.244616946750631342E+03   -0.467456419142483437E+01   -0.843740858997223420E+01   -0.387436403648549543E+01   -0.551718205093324343E+01   -0.373474724593521898E+02    0.998249646808247237E+00   -0.201804526676848681E+02
    0.630866406440326273E+03   -0.531944076978801306E+01   -0.910662145850229443E+01   -0.119286067880774489E+02   -0.115836519616948994E+02   -0.406976386733065212E+02    0.998966255438930362E+00   -0.201530714074407875E+02
    0.349501460310520429E+03   -0.903360289388571047E+00   -0.808116240422251408E+01   -0.105740071388708756E+01   -0.823264864422031906E+01   -0.394761109360523648E+02    0.998386883360338206E+00   -0.201240761088995761E+02
    0.718782635990608128E+03   -0.169263333620662593E+00   -0.897759067394101962E+01   -0.746625419373013699E+01   -0.876226266353579497E+01   -0.322823293660189279E+02    0.997591394209868643E+00   -0.201218087389635762E+02
    0.307115491665611785E+03   -0.961053569142581665E+00   -0.264582088720207587E+01   -0.139678634382776146E+01   -0.991800083577593483E+01   -0.365647306856376986E+02    0.997943052004943931E+00   -0.200730372892616629E+02
    0.101119103897745492E+04   -0.507264390259141607E+01   -0.692738138583942487E+01   -0.544791119034025684E+01   -0.105041367802087198E+02   -0.359666114184114321E+02    0.997196437064292507E+00   -0.200155207752820701E+02
    0.244863151569613336E+03   -0.474109078310068099E+00   -0.800915836967556416E+01   -0.661972711678222048E+01   -0.902320901150084254E+01   -0.375333791179259890E+02    0.998558842676714020E+00   -0.200128754617104647E+02
    0.368483806104072016E+03   -0.269122798293913945E+00   -0.228458934383636247E+01   -0.103252794241676362E+02   -0.959174017567394799E+01   -0.428117364916769603E+02    0.998288395755189795E+00   -0.199337301738766932E+02
    0.712663433489775002E+03   -0.583628188735889530E+01   -0.427649927049158762E+01   -0.679238754039095483E+01   -0.102895370089366143E+02   -0.319108540469263104E+02    0.998482818263069394E+00   -0.199275867127257733E+02
    0.104405372490463105E+04   -0.571079463445821212E+01   -0.113310373936709325E+02   -0.720210133333279856E+01   -0.113423646307128152E+02   -0.365332546924778399E+02    0.997857272055512334E+00   -0.198826445501981013E+02
    0.534751883348786464E+03   -0.789695565995883975E+01   -0.162916618654219114E+01   -0.313701094065421771E+01   -0.321290919063348746E+01   -0.304386804243172762E+02    0.996665049126253866E+00   -0.198817209837321762E+02
    0.460416978290092629E+03   -0.571371473172422384E+01   -0.995411630512777457E+01   -0.988275604192881474E+01   -0.608022929135980217E+01   -0.403945038873502256E+02    0.998912478074966970E+00   -0.198651715152453683E+02
    0.282134063885306887E+03   -0.118043541545937281E+01   -0.427411216236645419E+01   -0.542742431069897080E+01   -0.103111273436477369E+02   -0.302682798898634928E+02    0.997311387587216047E+00   -0.197610688466153874E+02
    0.695242345938432550E+03   -0.391536202004479073E+01   -0.541757448912802708E+01   -0.743423849634742151E+01   -0.981379483652821349E+01   -0.340068727087902474E+02    0.996860742834344560E+00   -0.196998000861446343E+02
    0.107017287977832848E+04   -0.496757487070032155E+01   -0.118678624607061227E+02   -0.619390256708029163E+01   -0.104800008072502315E+02   -0.407032130809108281E+02    0.997785884866688288E+00   -0.196357899600852761E+02
    0.649848983509953882E+03   -0.442636675199679352E+01   -0.137659511030172155E+01   -0.901323956659869729E+01   -0.733560560826275854E+01   -0.416131492481079306E+02    0.998580571648843174E+00   -0.196356518026663416E+02
    0.233806393800431891E+03   -0.292786234181211213E+01   -0.488700645627202412E+01   -0.105348403432142650E+02   -0.109717708239292762E+02   -0.320940627132110592E+02    0.997706829156811192E+00   -0.195737926815225194E+02
    0.608021353041768634E+03   -0.269851921686457530E+01   -0.809295101730173272E+00   -0.451555330226789575E+01   -0.107358052562319646E+02   -0.368688607853756096E+02    0.997826225402805522E+00   -0.195631650353936841E+02
    0.234350863265273404E+03   -0.349730703171302792E+01   -0.673267597315130750E+01   -0.570695761162476511E+01   -0.116139375806903171E+02   -0.356886254783994730E+02    0.998814103044244117E+00   -0.195305908548963636E+02
    0.287720067284159086E+03   -0.632131170649735452E+00   -0.340886110663018549E+01   -0.211027714034058711E+01   -0.460056667355758897E+01   -0.326534635315748787E+02    0.998384307650444836E+00   -0.195272967186192545E+02
    0.110447342301455379E+03   -0.165681783290680684E+01   -0.101588956672228470E+02   -0.677361558024525134E+01   -0.467585092114895140E+01   -0.423031502362640097E+02    0.998465617057283206E+00   -0.195046327103592141E+02
    0.364526443014347080E+03   -0.516827764628124164E+01   -0.852655764978006658E+01   -0.352120628282356840E+01   -0.125892791579684094E+01   -0.310273420857121884E+02    0.996561889064796147E+00   -0.194937186008699292E+02
    0.164371054474174230E+03   -0.366355133450143811E+01   -0.108380723908593239E+02   -0.594826119474262072E+01   -0.426688523709089651E+01   -0.363522940180293119E+02    0.998244493605876304E+00   -0.194477790848660241E+02
    0.564206975370794908E+03   -0.277574696121400244E+01   -0.774509136606909099E+01   -0.842580885811324620E+01   -0.116637631509818345E+02   -0.323544811104256667E+02    0.996494802285919246E+00   -0.194469257168633902E+02
    0.385826898123217404E+03   -0.733529996553709651E+01   -0.668953056707586580E+01   -0.424078497996093606E+01   -0.302680352590726542E+01   -0.356809458984807719E+02    0.997521035725529193E+00   -0.194269713909191353E+02
    0.495755680065696879E+03   -0.151905886817379887E+01   -0.914766188757454302E+00   -0.435883583469595060E+01   -0.143143126627822426E+01   -0.405373109217471566E+02    0.997741139253040532E+00   -0.194084109547085149E+02
    0.371333811968764280E+03   -0.901547955375447074E+00   -0.845959714221733350E+01   -0.464508039023433472E+01   -0.650268332968624918E+01   -0.368882042754462205E+02    0.997290851397405032E+00   -0.193956195443171033E+02
    0.491907770613673904E+03   -0.496994945734663851E+01   -0.930984401080949908E+01   -0.866893584146830420E+01   -0.821442918133892519E+01   -0.315014086678431227E+02    0.998381310454559023E+00   -0.193904063421303263E+02
    0.453746298415626256E+03   -0.323147984413133749E+01   -0.402807919831987604E+01   -0.366990453856737808E+01   -0.790856533853830790E+01   -0.448299927588179941E+02    0.998365608948162953E+00   -0.193900972548792971E+02
    0.821978332092243477E+03   -0.192639142368786231E+01   -0.602674349700380052E+01   -0.718871541040071982E+01   -0.698660479290770020E+01   -0.278490801734479554E+02    0.991724353235855283E+00   -0.193859465197027454E+02
    0.111976793737383787E+04   -0.487174521563859830E+01   -0.478102957431341302E+01   -0.978414546065524604E+01   -0.113051415735491503E+02   -0.392319155940911273E+02    0.997176933389662956E+00   -0.193853895358843147E+02
    0.627105862683432179E+03   -0.454881477708187454E+01   -0.547860011295558991E+01   -0.451557484952332899E+01   -0.119448433246573700E+02   -0.413090692740281114E+02    0.998645249115450051E+00   -0.193820136065817934E+02
    0.755551448021307124E+03   -0.185162340935574399E+01   -0.544734112266237425E+01   -0.312875193515895944E+01   -0.743042699283128361E+01   -0.359539005909202416E+02    0.995051462054588609E+00   -0.193633318045628755E+02
    0.243517142844730927E+03   -0.101232805914317918E+02   -0.530788767249737070E+01   -0.969864152653445899E+01   -0.283352612099736412E+01   -0.302338167139517822E+02    0.997586908157298224E+00   -0.193181370660436151E+02
    0.240993579948788778E+03   -0.613834951810193274E+01   -0.758888483418928672E+01   -0.347516273468879788E+01   -0.242723641711953242E+01   -0.400702866442444048E+02    0.997696947141354262E+00   -0.193077240034367179E+02
    0.100072600732227295E+04   -0.295743472405157348E+01   -0.611588578337192068E+01   -0.579139149691914223E+01   -0.581727229420715020E+01   -0.284954292545968570E+02    0.990821377068940023E+00   -0.192728404682572858E+02
    0.446298331571853396E+03   -0.301204173605359493E+01   -0.493383451255662386E+01   -0.100316790641316622E+02   -0.119416823817195574E+02   -0.316637357769457211E+02    0.998229625192530223E+00   -0.192565477701651453E+02
    0.602649146871542143E+03   -0.461097471268269032E+01   -0.668386026808627687E+01   -0.693013428267480069E+01   -0.649232174299224507E+01   -0.367984215826179692E+02    0.997544668367811860E+00   -0.192376400657451541E+02
    0.732318493838614586E+03   -0.393439576953364956E+01   -0.116376375310906433E+02   -0.435552065775502317E+01   -0.434064699193459180E+01   -0.362724610631750224E+02    0.997008470973695049E+00   -0.192371768787035897E+02
    0.588550018263014636E+03   -0.423808056060763239E+01   -0.642126229872008913E+01   -0.111015197663451737E+02   -0.112442406327791229E+02   -0.364909228682714257E+02    0.997363873665499945E+00   -0.192337875974056125E+02
    0.282038610183359765E+03   -0.255850528737722271E+01   -0.877355787700090062E+01   -0.774051769698099523E+01   -0.929098552013959278E+01   -0.363718300576199312E+02    0.998516283344828226E+00   -0.192226655204507928E+02
    0.121332294058152411E+04   -0.256649416700176758E+01   -0.107512593092654658E+02   -0.935367879824911874E+01   -0.969669985510847710E+01   -0.287522722209730901E+02    0.989332833601105577E+00   -0.192071855555711757E+02
    0.442331546877611515E+03   -0.867046960524065824E+00   -0.651904069317839419E+01   -0.984970120287884043E+01   -0.823306031672838401E+01   -0.357761194051357378E+02    0.997099295294578858E+00   -0.191851413189273856E+02
    0.410291806844450491E+03   -0.244877369361900143E+01   -0.546285509095975197E+01   -0.511566883783042936E+01   -0.159924218577891253E+01   -0.343112716449953297E+02    0.996258853969421931E+00   -0.191580549200754113E+02
    0.223432646330344568E+03   -0.393474480690682427E+01   -0.748751668535091319E+01   -0.814403540499032275E+01   -0.856218608942051773E+01   -0.414751265817709083E+02    0.998154223289343112E+00   -0.190942758715456300E+02
    0.837235045387821515E+03   -0.516190677694233102E+01   -0.775405610647454147E+01   -0.696744085652148915E+01   -0.755770838412028922E+01   -0.337413893670982503E+02    0.997537866217495628E+00   -0.190776049412004056E+02
    0.929941668364791099E+03   -0.576377498042580783E+01   -0.101571042232749242E+02   -0.648835905313474282E+01   -0.635588471869260641E+01   -0.366073098130623151E+02    0.998139720262338770E+00   -0.190608882287020300E+02
    0.292756387420563556E+03   -0.562680268289490737E+01   -0.190555004223100610E+01   -0.479862038610465014E+01   -0.390826736481211334E+01   -0.343961589761470137E+02    0.998186093952259768E+00   -0.190601241109171049E+02
    0.396435157461294807E+03   -0.690348014817234290E+01   -0.199848088619623354E+01   -0.657599197008409231E+01   -0.447635518919245001E+01   -0.362243017282129074E+02    0.998245971102128538E+00   -0.190559967275526851E+02
    0.215911174503032498E+03   -0.264631205998128216E+01   -0.854178221307956598E+01   -0.112641282145486716E+02   -0.103810022555668873E+02   -0.432775771589074623E+02    0.998629118662564985E+00   -0.190306709896986099E+02
    0.232242672424167836E+03   -0.611403976294049478E+01   -0.843300629282726355E+01   -0.586724477478713524E+01   -0.353463275548242528E+01   -0.438991919145626284E+02    0.998060264019828280E+00   -0.190225661845455889E+02
    0.226772322745397616E+03   -0.532619284871039866E+01   -0.646125352522310870E+01   -0.615164928608326544E+01   -0.414622168481360376E+01   -0.438868221168389070E+02    0.998259209838628037E+00   -0.190115880297780819E+02
    0.658170649817543790E+03   -0.458328427198614463E+01   -0.108097054782014759E+02   -0.777792640186863515E+01   -0.487960252659705951E+01   -0.360561718830583544E+02    0.998272770123634690E+00   -0.190074639161107548E+02
    0.309302727494492387E+03   -0.856062854575025511E+01   -0.802941723780132577E+01   -0.745328408837704970E+01   -0.370903896772574981E+01   -0.399322939224728017E+02    0.998283638852700439E+00   -0.190071238839126835E+02
    0.245001420471605940E+03   -0.112359622128716286E+02   -0.959727697707380578E+01   -0.723918259570771383E+01   -0.404652489775020285E+01   -0.391255997866558403E+02    0.998230517499898107E+00   -0.189908331654426021E+02
    0.760183712652934332E+03   -0.315492710860076819E+01   -0.571459035683076966E+01   -0.870518547829318479E+01   -0.995307078431352643E+01   -0.343914714213871378E+02    0.996182834254898508E+00   -0.189798866440630718E+02
    0.450330242466403547E+03   -0.107311567645320469E+02   -0.721873105281049554E+01   -0.699781540366064903E+01   -0.349430911324830262E+01   -0.382571049735664133E+02    0.997432916963246319E+00   -0.189768100240999722E+02
    0.423596517343318283E+03   -0.717981939136377090E+01   -0.759202610739466621E+01   -0.544021243092447904E+01   -0.501167116808311341E+01   -0.388914772551186871E+02    0.998609579962590144E+00   -0.189641119750708889E+02
    0.422443703809423994E+03   -0.533675805375755985E+00   -0.625332066532418196E+01   -0.706990225953300744E+01   -0.931946900870886630E+01   -0.370103729393957082E+02    0.997757349107048053E+00   -0.189597331818813934E+02
    0.135159548464914195E+03   -0.286389104890135116E+01   -0.793782301595940343E+01   -0.558775288602167919E+01   -0.115820616079209397E+02   -0.413395325253790489E+02    0.998327365838574066E+00   -0.189525301892585745E+02
    0.312482169547203057E+03   -0.136777961669298342E+01   -0.670029670402302635E+01   -0.146547340183488828E+01   -0.113024323872339867E+02   -0.317698132698092337E+02    0.998081399429720739E+00   -0.189447014669197920E+02
    0.295496842677966754E+03   -0.149699274016779960E+01   -0.939772132191090570E+01   -0.701762113220464911E+01   -0.702000416975893060E+01   -0.446089995917296491E+02    0.998218905246593069E+00   -0.189276961069133591E+02
    0.199508225239460103E+03   -0.318087688077823749E+01   -0.510330980582772664E+01   -0.738478067645537450E+01   -0.291573013141986870E+01   -0.431812375949021572E+02    0.997983323781632237E+00   -0.189193306012244058E+02
    0.699235061762557052E+03   -0.123946781952004947E+01   -0.104875445104907890E+02   -0.273754188600381809E+01   -0.832628528860440653E+01   -0.376691862356436999E+02    0.996219149744147048E+00   -0.189169832948516188E+02
    0.346852105382426089E+03   -0.283800595088768404E+01   -0.847789614137881742E+01   -0.230162774031917117E+01   -0.290529955911100224E+01   -0.364661037352027222E+02    0.997527589059979403E+00   -0.189042816002350271E+02
    0.745055365573722952E+03   -0.320777738289514147E+01   -0.927273157453337049E+01   -0.115708224255657388E+02   -0.113291109966915133E+02   -0.312897971841449873E+02    0.996883888459287215E+00   -0.189042252135775435E+02
    0.232083221400452658E+03   -0.515645189309099905E+01   -0.974137173771063836E+01   -0.503510932988122839E+01   -0.346203752498077577E+01   -0.432861961629284622E+02    0.998049245865682111E+00   -0.189023056282296160E+02
    0.193001783815804743E+03   -0.252548603007635286E+01   -0.106816708756452208E+02   -0.631976543276837610E+01   -0.589730409864841665E+01   -0.448176467221577681E+02    0.998596960528580713E+00   -0.188877390727988939E+02
