    0.118306137860645640E+04    0.361456175592539619E+00   -0.477049107614004209E+00    0.716432274400482338E+01    0.882190520456383354E+00    0.904097737278774183E+00   -0.457866367442142241E+01    0.991813898215682999E+00   -0.185993529177100129E+03
    0.127347932249383030E+04   -0.376362921744746837E+00   -0.333035816536895402E+00    0.625253569969045131E+01    0.300387503017056012E+01   -0.108522697223692877E+01   -0.536084670656977558E+01    0.992456948258414684E+00   -0.184528655404795927E+03
    0.125819708682130204E+04   -0.134152681529240425E-01   -0.508390489709936277E+00    0.715970589572124538E+01    0.864056945735682591E+00    0.101802965118707078E+01   -0.523773794701786777E+01    0.991977787158223379E+00   -0.184387355593066445E+03
    0.131993289489849076E+04   -0.182545639424824380E+00   -0.250598845838342577E+00    0.600456128638326536E+01    0.394862978956909227E+01   -0.904260156812256355E+00   -0.324177691814634095E+01    0.992033324565375851E+00   -0.183214427252036245E+03
    0.142378996186413769E+04    0.314209905126286770E+00   -0.119417148622557701E+00    0.686760953916058181E+01    0.471921210535463587E+01   -0.127191083429705376E+01   -0.335952582966400826E+01    0.990608137296391189E+00   -0.182423564113150320E+03
    0.157987125112310491E+04    0.851593093693883141E-01   -0.126290752642792992E+00    0.763107662172693679E+01    0.194849160485292927E+01    0.458371014005399147E+00   -0.288711482717902967E+01    0.989812701166608022E+00   -0.182049056029934150E+03
    0.122010752407586119E+04   -0.213747713049738275E+00   -0.204907501278165372E+00    0.614709521219150901E+01    0.153552824264514465E+01   -0.319772104950716951E+00   -0.528467693538529382E+01    0.992916693261053807E+00   -0.181950447079254843E+03
    0.138553741442309320E+04    0.344683350943316924E+00   -0.201458337927700848E+00    0.668295711749702193E+01    0.504818831901812803E+01   -0.195898919790429282E+01   -0.510409371299663484E+01    0.990406875463690439E+00   -0.181787482431004207E+03
    0.131831771422846668E+04    0.386104640564290058E+00   -0.185473628083835829E+00    0.733304587242664319E+01    0.149607010777017613E+01   -0.790694104792945218E+00   -0.581143058245109323E+01    0.991333530534216578E+00   -0.181605766384856565E+03
    0.133471910437246697E+04   -0.197442984654910392E+00   -0.420807724373073011E+00    0.627929429021435759E+01    0.466239985868640261E+01   -0.902648328754770191E+00   -0.317617142113357254E+01    0.991594124461049997E+00   -0.181292507026979422E+03
    0.148732331640589905E+04   -0.632013160139035524E-01   -0.297596439040852534E+00    0.743130636852300608E+01    0.246350192597873319E+01   -0.124686447476099538E+01   -0.536759464900128691E+01    0.990118777773008052E+00   -0.181280547409303097E+03
    0.147653111306089386E+04    0.379605750464375724E-01   -0.203399042074555725E+00    0.629666281024965180E+01    0.536768081605172220E+01   -0.127109143337488284E+01   -0.292336373180611098E+01    0.990498220464534507E+00   -0.181243819639921185E+03
    0.140476045458791168E+04    0.203133106422774823E+00   -0.262277726073177897E+00    0.781616522986348272E+01    0.979108567741776126E+00    0.458351778056007575E+00   -0.531616603725305659E+01    0.990547852545166307E+00   -0.181057589243393920E+03
    0.127471950705483482E+04   -0.163928122329433101E-01   -0.488574888331118951E+00    0.706448570439114754E+01    0.594827481139907910E+00   -0.616313433250164522E+00   -0.653308246663698000E+01    0.991744848868685858E+00   -0.181020922671270512E+03
    0.130195686862473553E+04    0.212629737229890203E+00   -0.166654679187207888E+00    0.570603604042999457E+01    0.444898112475094187E+01   -0.104243489561612002E+01   -0.287114548394623093E+01    0.991891196674130504E+00   -0.180788929981245559E+03
    0.132798293923176379E+04    0.233121553306984364E+00   -0.231459987899050645E+00    0.748289036957346099E+01    0.940892706579141036E+00    0.309742084533291440E+00   -0.574098324214141975E+01    0.991425943246560970E+00   -0.180735112463792802E+03
    0.141023389983493325E+04   -0.415780036541109732E+00   -0.163306475390764705E+00    0.700782423218356421E+01    0.180747980816137077E+01    0.996608286445080260E+00   -0.381945759479301117E+01    0.992234933340400804E+00   -0.180660352451130905E+03
    0.122497269042523499E+04    0.847845487703509093E-01   -0.204068677480826244E+00    0.624034741488408606E+01    0.343600640588051665E+01   -0.146685710992283003E+01   -0.653633356874965266E+01    0.992600337323918502E+00   -0.180620511363300523E+03
    0.140706622472514755E+04   -0.739466313421004440E-01   -0.256334064278815665E+00    0.712744347466599049E+01    0.325702332493665958E+01   -0.447888539294178045E+00   -0.313851785726797594E+01    0.991174633415964124E+00   -0.180595448724658581E+03
    0.129997801638701958E+04   -0.222978515324380400E+00   -0.431779469589297138E+00    0.637018148094322978E+01    0.264428872479167376E+01   -0.117992251347993360E+01   -0.509395248758098695E+01    0.991857792919123349E+00   -0.180536682522429999E+03
    0.140135365720868140E+04   -0.417504016252453924E+00   -0.193362007582132955E+00    0.661904272996333276E+01    0.266154519295039060E+01    0.117445101795974338E+00   -0.357586063383818420E+01    0.992216935251917453E+00   -0.180503065119469028E+03
    0.148744010583322620E+04    0.373563711495048523E+00   -0.155800905580896876E+00    0.755914534194299925E+01    0.210438361077133518E+01   -0.409270104235955223E+00   -0.319030743121248150E+01    0.989658489052394064E+00   -0.180489004761639706E+03
    0.131320196586762268E+04    0.508881786422232807E-02   -0.328363766350499020E+00    0.661960656672212089E+01    0.115754287341839457E+01   -0.120968083352529909E+01   -0.608803493196975509E+01    0.991594913555515545E+00   -0.180430462673913098E+03
    0.129990358971300066E+04   -0.117106521456349366E-01   -0.216936249498171918E+00    0.589408184094493492E+01    0.518959743259791306E+01   -0.151941241769146096E+01   -0.610732622008440451E+01    0.992160417968812713E+00   -0.180405511423189694E+03
    0.131297293397513158E+04    0.148217145408885198E+00   -0.144741993542466529E+00    0.610124304921864802E+01    0.446520774651211028E+01   -0.858177545995245872E+00   -0.221375108733390924E+01    0.991715459361421359E+00   -0.180387069821073197E+03
    0.130435085170452612E+04    0.143109376978436842E+00   -0.355806944473472164E+00    0.677989351378947092E+01    0.336418164657288132E+01   -0.144055009979577342E+01   -0.528325265922689802E+01    0.991323110059891155E+00   -0.180380891242182599E+03
    0.139196324932331686E+04    0.195363100181749960E+00   -0.128553760005586382E+00    0.666355074732982011E+01    0.271115219619930103E+01   -0.368038919397625008E+00   -0.357118246551486074E+01    0.991444379540774023E+00   -0.180270422024380707E+03
    0.145526842650024696E+04    0.185010430626659783E-01   -0.325987104520134796E+00    0.703623315595571874E+01    0.235179158013972778E+01   -0.874684017200001662E+00   -0.397480232105471032E+01    0.990255067315633175E+00   -0.180239385772603811E+03
    0.139997562796831062E+04   -0.173464613933163037E+00   -0.220667560519485662E+00    0.722857579335671030E+01    0.198391228321830537E+01    0.657370343333909091E+00   -0.280952590037716377E+01    0.991402553960949451E+00   -0.180210047161311309E+03
    0.116313767142634288E+04   -0.273083896784052094E-01   -0.441664327919427890E+00    0.595109260739566892E+01    0.324061904471364182E+01   -0.101219671167833880E+01   -0.479156430842948389E+01    0.992637193692413211E+00   -0.180209290799847707E+03
    0.118803546715187258E+04    0.444595149769488884E-02   -0.394508873601269627E+00    0.569932668220660155E+01    0.576381262349624457E+01   -0.133792575001072045E+01   -0.460876635991299466E+01    0.992535221458386796E+00   -0.180167855668132347E+03
    0.137134070990546707E+04   -0.601825579212400541E-01   -0.292484751057598524E+00    0.723341695229909387E+01    0.185821864499161449E+01    0.637072686121100240E+00   -0.275505462279261515E+01    0.991140541428995325E+00   -0.180130073887594676E+03
    0.133670420758133923E+04   -0.877801608796606736E-01   -0.206994191626741708E+00    0.737484545877281938E+01    0.189172485074332641E+01    0.918202509835539971E+00   -0.280725579312787943E+01    0.991795745337355150E+00   -0.180122889465531131E+03
    0.118060848366373102E+04    0.113835037161660324E-01   -0.230216029138950340E+00    0.604833469284943614E+01    0.246599538273155261E+01   -0.392741845926343203E+00   -0.406886509161604337E+01    0.992819537076044645E+00   -0.180117857975694818E+03
    0.134124117730135322E+04   -0.237423494011935299E+00   -0.357291338271830572E+00    0.734421402580576554E+01    0.215468996738679941E+01   -0.143663363490897211E+01   -0.722844997767874453E+01    0.991773868454505436E+00   -0.180023805918622827E+03
    0.131975646210898094E+04    0.185665563416427037E+00   -0.128195482114416670E+00    0.590583285089696464E+01    0.411285637581899444E+01   -0.500868727740556352E+00   -0.211535739873821704E+01    0.992004953715748705E+00   -0.180010473192717768E+03
    0.146087910137047152E+04    0.202494115583899070E+00   -0.269184061547909081E+00    0.716137572114017029E+01    0.405627483504485120E+01   -0.183888731003823480E+01   -0.534055409388630586E+01    0.989823775738891021E+00   -0.179894398342470652E+03
    0.122256317926439169E+04    0.226235387587747638E+00   -0.318169824692327463E+00    0.659000866083330550E+01    0.111213624220424157E+01    0.990096335816816442E+00   -0.340649102502035284E+01    0.991984700279736953E+00   -0.179844507111902232E+03
    0.146926430358215339E+04   -0.283527175569167955E+00   -0.198086051210849545E+00    0.689868293312160930E+01    0.183125489424941956E+01    0.104184834285271144E+01   -0.233717278695151087E+01    0.991278627086867870E+00   -0.179832815172018911E+03
    0.123885967967068746E+04    0.967042023663005068E-01   -0.395133367336831576E+00    0.653299230303524503E+01    0.141851833194445720E+01   -0.724743044200477193E+00   -0.537585613357367009E+01    0.992038683986450120E+00   -0.179756950988604189E+03
    0.145035818524991623E+04   -0.141086631315388233E+00   -0.170565269471140368E+00    0.590947554812341913E+01    0.588933123136218306E+01   -0.123728513899412462E+01   -0.331853822621720518E+01    0.991202994844618268E+00   -0.179738312767500702E+03
    0.132164946380398032E+04   -0.114849466021062385E+00   -0.217004679455077953E+00    0.694394192368674190E+01    0.651796121715787602E+00   -0.210811684369081931E+00   -0.633862864226492917E+01    0.992119444094560876E+00   -0.179735956495869402E+03
    0.128598714850525175E+04    0.197194112513780606E+00   -0.211204759229817407E+00    0.565471887644351856E+01    0.448744673824020168E+01   -0.137697732956971119E+01   -0.350657474524843060E+01    0.991810012553442588E+00   -0.179698447443047371E+03
    0.127504334953562420E+04   -0.235046339660542891E-01   -0.169325575273036710E+00    0.608152370350175975E+01    0.460424544127457658E+01   -0.470801868842145588E+00   -0.207823283926465407E+01    0.992358537338060120E+00   -0.179659080835573491E+03
