    0.126720902709723987E+04   -0.667814401885738818E+00   -0.780559383601123313E+00   -0.781149947971074177E+00   -0.186456174088528703E+01    0.952056589942528220E+01    0.284333495774238720E+01   -0.566621133229059382E+01   -0.825807418960616779E+01   -0.173573868855396753E+02
    0.153957772170863063E+04   -0.752491701322259843E+00   -0.497514958815844732E+00    0.307344937900024817E+00   -0.146935068264510482E+01    0.741310583384322186E+01    0.689323619701093016E+00   -0.355446460460660640E+01   -0.752064402663741305E+01   -0.170585579203126798E+02
    0.156274023173909200E+04   -0.148927534013106433E+01   -0.491982529988306716E+00   -0.350880193243539029E+00   -0.862358653971196265E+00    0.561326529114130501E+01    0.338553462630935664E+01   -0.182737639542340613E+01   -0.518436523984808151E+01   -0.164160972225239732E+02
    0.174307436103080636E+04   -0.180051409076889035E+01   -0.323519546955205239E+00    0.811929857154615409E+00   -0.164602584823636766E+00    0.978304874622110354E+01    0.234509386091639183E+01   -0.423481221925070717E+01   -0.993273523420797666E+01   -0.162951143367915243E+02
    0.151307794059889079E+04   -0.505287753957440078E+00   -0.406199713842938959E+00    0.156383878608661320E-01   -0.624548801409347210E+00    0.104480025871503024E+02    0.461445697615654193E+01   -0.464846375897206343E+01   -0.684883739050799978E+01   -0.160062462273079333E+02
    0.140949588914522246E+04   -0.124267320943479742E+01   -0.574031512479587391E+00   -0.777630321085177378E+00   -0.538579550668652596E+00    0.777143396117226715E+01    0.332180218510493663E+01   -0.504688452223359452E+01   -0.530829819733490638E+01   -0.156069827839736632E+02
    0.106912599281095936E+04   -0.109407433273202148E+01   -0.118749846242652701E+01   -0.136032078918461585E+01   -0.130622155293600128E+01    0.544661354836151812E+01    0.547432373067199851E+01   -0.194599479502040840E+01   -0.838837887409759553E+01   -0.154097369368551895E+02
    0.159323954039412479E+04   -0.615875410943532042E+00   -0.424456151314587915E+00    0.683118323524972482E+00   -0.118307807617443395E+01    0.730737537184364783E+01    0.427162786471891742E+01   -0.177653196769304333E+01   -0.891549817437413417E+01   -0.153735922313995061E+02
    0.133221387111745298E+04   -0.562415843291972806E+00   -0.682744851974306899E+00   -0.571824081106420135E+00   -0.110916758857688968E+01    0.906549894912995491E+01    0.401301800995354618E+01    0.210774356576655997E+00   -0.662913296099406857E+01   -0.151601884585243383E+02
    0.111091011874903074E+04   -0.303508865666453520E+00   -0.107746166635946561E+01   -0.330064873412703186E+00   -0.939632167969526755E+00    0.687935605019893615E+01    0.219415385162803789E+01   -0.538440905566359707E+01   -0.248757171471130611E+01   -0.148342021318563120E+02
    0.172436101555241180E+04   -0.149248398880879485E+01   -0.339498683192603901E+00    0.400812325464320551E+00   -0.158385636849020472E+01    0.931040203573133063E+01    0.182670301011275749E+01   -0.593336253715423378E+01   -0.461404236853954508E+01   -0.144196538585620893E+02
    0.120900917423924852E+04   -0.406310165725023875E+00   -0.947042088936337123E+00    0.246733085397377039E-02   -0.258838798369480427E+00    0.749829213714055953E+01    0.299746726624948634E+01   -0.719756263105899130E+00   -0.736952037951597472E+01   -0.143762503687835519E+02
    0.123233188075022872E+04   -0.764415558636860837E+00   -0.922258310920717417E+00   -0.688902077204835317E+00   -0.159443565364745554E+01    0.104578731607836719E+02    0.516092463508089794E+00   -0.383684445724095724E+01   -0.747403305501597082E+01   -0.143584768663586626E+02
    0.153259898810069103E+04   -0.194928984134155669E+01   -0.393012289158375827E+00   -0.119501003422872132E+01   -0.415526521113737557E+00    0.724165766801630362E+01    0.468496762805631928E+01   -0.343133172905806871E+01   -0.708141476567991290E+01   -0.143537335464372138E+02
    0.113963501635712328E+04   -0.693690172943667527E+00   -0.106694748190931499E+01   -0.733299546114372758E+00   -0.118487227875441459E+01    0.927314527509513908E+01    0.455064986879717370E+01    0.961632010966681605E+00   -0.656247297528439333E+01   -0.142002566254028615E+02
    0.133098845683547256E+04   -0.885213362632961687E+00   -0.756882471503693699E+00   -0.729975486630224157E+00   -0.141327726635280881E+01    0.868942577740377331E+01    0.307702804148278819E+01   -0.232257226827745367E+01   -0.875417658120140274E+01   -0.140858122432358375E+02
    0.169633771018722223E+04   -0.265617517191084573E+01   -0.279834179175641129E+00   -0.118618116108766891E+01   -0.384830923490642185E+00    0.524740436477993377E+01    0.254864361637270731E+01   -0.442202986537613452E+01   -0.206175692512825215E+01   -0.140654660831022511E+02
    0.108015748116310419E+04   -0.931953830878750722E+00   -0.115819911500326800E+01   -0.128667803254793167E+01   -0.165972759402199266E+01    0.766442509885998380E+01    0.705202387635839867E+00   -0.518373515775691907E+01   -0.548373005181313289E+01   -0.140432624046383392E+02
    0.150349315351003361E+04   -0.115252931789795054E+01   -0.478551333000341250E+00   -0.688874326725441577E+00   -0.110446761730310072E+01    0.693494829728520656E+01    0.558206284014907883E+01   -0.492380779680986258E+01   -0.286676090733158961E+01   -0.140123190484797817E+02
    0.172815489134239988E+04   -0.230601713698712896E+01   -0.400502299859231581E+00   -0.424964669197466671E+00   -0.770759464323695909E+00    0.645742318546741068E+01    0.344787341114643286E+01   -0.526192526739933975E+01   -0.511587882556586759E+01   -0.139864843025603740E+02
    0.144779319711902895E+04   -0.586072751220279464E+00   -0.514712368602844306E+00   -0.197602547678906504E+00   -0.636862290702033595E+00    0.590489770128260982E+01    0.541711814037634198E+01   -0.114976219127048651E+01   -0.956529115291528065E+01   -0.139679436715319110E+02
    0.155884974502039677E+04   -0.414639594503425357E-01   -0.356556593306265546E+00    0.100148433699550221E+01   -0.514788846085009633E+00    0.846271079810598970E+01    0.596152563558188842E+01   -0.518015165838640712E+00   -0.336882198085115458E+01   -0.139189301784777033E+02
    0.114823738928636203E+04   -0.133979090260554612E+01   -0.108724487876172349E+01   -0.141954609868427362E+01   -0.109955551020175379E+01    0.942964394761807867E+01    0.435468090939597552E+01   -0.248112786298760968E+01   -0.371027531307532765E+01   -0.139035269194839231E+02
